"Employee External Id","Employee Username","Employee Employee Id","Employee EIN Name","Date","Shift Number","Schedule Type Name","Daily Rule Type Name","Start Time","Start Time Max","End Time","End Time Max","Total Hours","Standard Total Hours","Lunch Min Time","Lunch Max Time","Lunch Paid Time","Lunch Start At","Lunch Start After","Shift Premium","Cost Center 1 External Id","Cost Center 1 Name","Cost Center 2 External Id","Cost Center 2 Name","Cost Center 3 External Id","Cost Center 3 Name","Cost Center 4 External Id","Cost Center 4 Name","Cost Center 5 External Id","Cost Center 5 Name","Cost Center 6 External Id","Cost Center 6 Name","Cost Center 7 External Id","Cost Center 7 Name","Cost Center 8 External Id","Cost Center 8 Name","Cost Center 9 External Id","Cost Center 9 Name","Job External Id","Job Name","Workday Breakdown","Day Type","Is Working"
"","","7602","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","8066","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1988","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","999999","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","10673","","11/16/2020","","Floating","","9:03 AM","11:00 AM","","","00:02","","","","","","","","","","","","","RITE-A-WAY #106, 10790 GEORGIA ROAD, ECLECTIC, AL","","","","","","","","","","","","","","","","",""
"","","10673","","11/16/2020","","Floating","","8:00 AM","8:00 AM","","","00:02","","","","","","","","","","","","","RITE-A-WAY #103, 1000 GEORGIA ROAD, WETUMPKA, AL","","","","","","","","","","","","","","","","",""
"","","14230","","11/16/2020","","Floating","","3:22 AM","5:00 AM","","","00:01","","","","","","","","","","","","","HARVEYS #1697, 1208 CRAWFORD ST., AMERICUS, GA","","","","","","","","","","","","","","","","",""
"","","10602","","11/16/2020","","Floating","","01:36 AM","5:00 AM","","","00:01","","","","","","","","","","","","","WINN DIXIE #1583, 1830 WEST AIRLINE HIGHWAY, LA PLACE, LA","","","","","","","","","","","","","","","","",""
"","","6447","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","13786","","11/16/2020","","Floating","","3:22 AM","5:00 AM","","","00:01","","","","","","","","","","","","","HARVEYS #1697, 1208 CRAWFORD ST., AMERICUS, GA","","","","","","","","","","","","","","","","",""
"","","8503","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","12324","","11/16/2020","","Floating","","5:28 AM","5:45 AM","","","00:01","","","","","","","","","","","","","KROGER #636, 3093 STEVE REYNOLDS BLVD., DULUTH, GA","","","","","","","","","","","","","","","","",""
"","","9239","","11/16/2020","","Floating","","5:28 AM","5:45 AM","","","00:01","","","","","","","","","","","","","KROGER #636, 3093 STEVE REYNOLDS BLVD., DULUTH, GA","","","","","","","","","","","","","","","","",""
"","","14476","","11/16/2020","","Floating","","4:30 AM","5:00 AM","","","00:01","","","","","","","","","","","","","WINN DIXIE #0506, 312 EAST NINE MILE ROAD, PENSACOLA, FL","","","","","","","","","","","","","","","","",""
"","","2725","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","11114","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14360","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14022","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14243","","11/16/2020","","Floating","","4:30 AM","5:00 AM","","","00:01","","","","","","","","","","","","","WINN DIXIE #0506, 312 EAST NINE MILE ROAD, PENSACOLA, FL","","","","","","","","","","","","","","","","",""
"","","6945","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14297","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","10640","","11/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
