"Employee External Id","Employee Username","Employee Employee Id","Employee EIN Name","Date","Shift Number","Schedule Type Name","Daily Rule Type Name","Start Time","Start Time Max","End Time","End Time Max","Total Hours","Standard Total Hours","Lunch Min Time","Lunch Max Time","Lunch Paid Time","Lunch Start At","Lunch Start After","Shift Premium","Cost Center 1 External Id","Cost Center 1 Name","Cost Center 2 External Id","Cost Center 2 Name","Cost Center 3 External Id","Cost Center 3 Name","Cost Center 4 External Id","Cost Center 4 Name","Cost Center 5 External Id","Cost Center 5 Name","Cost Center 6 External Id","Cost Center 6 Name","Cost Center 7 External Id","Cost Center 7 Name","Cost Center 8 External Id","Cost Center 8 Name","Cost Center 9 External Id","Cost Center 9 Name","Job External Id","Job Name","Workday Breakdown","Day Type","Is Working"
"","","7602","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","8066","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1988","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","999999","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14230","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","10602","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","6447","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","13786","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","12324","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","9239","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","14476","","09/16/2021","","Floating","","5:15 AM","06:00:00","","","00:01","","","","","","","","","","","","","ROUSES MARKET #76, 25405 PERDIDO BEACH BLVD, ORANGE BEACH, A","","","","","","","","","","","","","","","","",""
"","","11114","","09/16/2021","","Floating","","12:16 AM","06:00:00","","","02:02","","","","","","","","","","","","","ROUSES MARKET #72, 1351 SAM HOUSTON JONES PARKWAY, MOSS BLUF","","","","","","","","","","","","","","","","",""
"","","14360","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","6945","","09/16/2021","","Floating","","6:00 AM","07:00:00","","","00:02","","","","","","","","","","","","","FARMERS DEPOT #158, 3118 MS-13, MENDENHALL, MS","","","","","","","","","","","","","","","","",""
"","","6945","","09/16/2021","","Floating","","12:00:00","12:00:00","","","00:02","","","","","","","","","","","","","SHELL #1057, 3097 SIMPSON HIGHWAY 13 NORTH, MENDENHALL, MS","","","","","","","","","","","","","","","","",""
"","","10640","","09/16/2021","","Floating","","5:20 AM","06:00:00","","","00:01","","","","","","","","","","","","","SHOPPER S VALUE #9048, 150 W  REED RD, greenville, MS","","","","","","","","","","","","","","","","",""
"","","14493","","09/16/2021","","Floating","","5:15 AM","06:00:00","","","00:01","","","","","","","","","","","","","ROUSES MARKET #76, 25405 PERDIDO BEACH BLVD, ORANGE BEACH, A","","","","","","","","","","","","","","","","",""
"","","11807","","09/16/2021","","Floating","","1:42 PM","21:30:00","","","02:01","","","","","","","","","","","","","TRADER JOES #747, 1437 SOUTH COLLEGE ROAD, WILMINGTON, NC","","","","","","","","","","","","","","","","",""
"","","9167","","09/16/2021","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","12516","","09/16/2021","","Floating","","5:20 AM","06:00:00","","","00:01","","","","","","","","","","","","","SHOPPER S VALUE #9048, 150 W  REED RD, greenville, MS","","","","","","","","","","","","","","","","",""
"","","8824","","09/16/2021","","Floating","","5:20 AM","06:00:00","","","00:01","","","","","","","","","","","","","SHOPPER S VALUE #9048, 150 W  REED RD, greenville, MS","","","","","","","","","","","","","","","","",""
"","","6182","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","1732","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","7827","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","13928","","09/16/2021","","Floating","","1:42 PM","21:30:00","","","02:01","","","","","","","","","","","","","TRADER JOES #747, 1437 SOUTH COLLEGE ROAD, WILMINGTON, NC","","","","","","","","","","","","","","","","",""
"","","7058","","09/16/2021","","Floating","","4:02 AM","06:00:00","","","02:02","","","","","","","","","","","","","ROUSES MARKET #47, 4407 EAST ALOHA DR, DIAMONDHEAD, MS","","","","","","","","","","","","","","","","",""
"","","8580","","09/16/2021","","Floating","","4:30 AM","06:00:00","","","00:01","","","","","","","","","","","","","ROUSES MARKET #76, 25405 PERDIDO BEACH BLVD, ORANGE BEACH, A","","","","","","","","","","","","","","","","",""
"","","13985","","09/16/2021","","Floating","","3:29 AM","05:45:00","","","00:01","","","","","","","","","","","","","KROGER #428, 191 ALPS ROAD, ATHENS, GA","","","","","","","","","","","","","","","","",""
"","","11262","","09/16/2021","","Floating","","5:06 AM","07:00:00","","","00:02","","","","","","","","","","","","","PIGGLY WIGGLY #200, 2003 COUNTY ROAD 31 NORTH, DEATSVILLE, A","","","","","","","","","","","","","","","","",""
"","","11262","","09/16/2021","","Floating","","11:00:00","11:00:00","","","00:02","","","","","","","","","","","","","THE BOYS STORE #101, 9985 HOLTVILLE ROAD, WETUMPKA, AL","","","","","","","","","","","","","","","","",""
