"Employee External Id","Employee Username","Employee Employee Id","Employee EIN Name","Date","Shift Number","Schedule Type Name","Daily Rule Type Name","Start Time","Start Time Max","End Time","End Time Max","Total Hours","Standard Total Hours","Lunch Min Time","Lunch Max Time","Lunch Paid Time","Lunch Start At","Lunch Start After","Shift Premium","Cost Center 1 External Id","Cost Center 1 Name","Cost Center 2 External Id","Cost Center 2 Name","Cost Center 3 External Id","Cost Center 3 Name","Cost Center 4 External Id","Cost Center 4 Name","Cost Center 5 External Id","Cost Center 5 Name","Cost Center 6 External Id","Cost Center 6 Name","Cost Center 7 External Id","Cost Center 7 Name","Cost Center 8 External Id","Cost Center 8 Name","Cost Center 9 External Id","Cost Center 9 Name","Job External Id","Job Name","Workday Breakdown","Day Type","Is Working"
"","","7602","","12/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","8066","","12/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1988","","12/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","999999","","12/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","10673","","12/16/2020","","Floating","","5:43 AM","07:00:00","","","00:04","","","","","","","","","","","","","FRED HEADLEY S #7, 6470 HIGHWAY 82, MAPLESVILLE, AL","","","","","","","","","","","","","","","","",""
"","","10673","","12/16/2020","","Floating","","09:00:00","09:00:00","","","00:04","","","","","","","","","","","","","FRED HEADLEY S #6, 2104 4TH AVENUE WEST, CLANTON, AL","","","","","","","","","","","","","","","","",""
"","","14230","","12/16/2020","","Floating","","9:37 PM","06:00:00","","","02:01","","","","","","","","","","","","","ROUSES MARKET #28, 717 CLEARVIEW PARKWAY, METAIRIE, LA","","","","","","","","","","","","","","","","",""
"","","10602","","12/16/2020","","Floating","","01:59 AM","06:00:00","","","00:01","","","","","","","","","","","","","ROUSES MARKET #66, 260 LA-70, PLATTENVILLE, LA","","","","","","","","","","","","","","","","",""
"","","6447","","12/16/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","13786","","12/16/2020","","Floating","","9:37 PM","06:00:00","","","02:01","","","","","","","","","","","","","ROUSES MARKET #28, 717 CLEARVIEW PARKWAY, METAIRIE, LA","","","","","","","","","","","","","","","","",""
