"Employee External Id","Employee Username","Employee Employee Id","Employee EIN Name","Date","Shift Number","Schedule Type Name","Daily Rule Type Name","Start Time","Start Time Max","End Time","End Time Max","Total Hours","Standard Total Hours","Lunch Min Time","Lunch Max Time","Lunch Paid Time","Lunch Start At","Lunch Start After","Shift Premium","Cost Center 1 External Id","Cost Center 1 Name","Cost Center 2 External Id","Cost Center 2 Name","Cost Center 3 External Id","Cost Center 3 Name","Cost Center 4 External Id","Cost Center 4 Name","Cost Center 5 External Id","Cost Center 5 Name","Cost Center 6 External Id","Cost Center 6 Name","Cost Center 7 External Id","Cost Center 7 Name","Cost Center 8 External Id","Cost Center 8 Name","Cost Center 9 External Id","Cost Center 9 Name","Job External Id","Job Name","Workday Breakdown","Day Type","Is Working"
"","","7602","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","8066","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","1988","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","999999","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","10053","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","10673","","10/07/2020","","Floating","","11:19 AM","12:00 PM","","","00:02","","","","","","","","","","","","","PIGGLY WIGGLY #295 COST+, 6730 DEERFOOT PARKWAY, CLAY, AL","","","","","","","","","","","","","","","","",""
"","","10673","","10/07/2020","","Floating","","6:00 AM","6:00 AM","","","00:02","","","","","","","","","","","","","PIGGLY WIGGLY #294, 415 CALDWELL DRIVE, WARRIOR, AL","","","","","","","","","","","","","","","","",""
"","","14230","","10/07/2020","","Floating","","4:20 AM","5:45 AM","","","00:01","","","","","","","","","","","","","KROGER #492, 5664 JONESBORO ROAD, LAKE CITY, GA","","","","","","","","","","","","","","","","",""
"","","10602","","10/07/2020","","Floating","","","5:00 AM","","","00:01","","","","","","","","","","","","","ROBERT F/M #134, 2222 ST. CLAUDE AVE, NEW ORLEANS, LA","","","","","","","","","","","","","","","","",""
"","","13786","","10/07/2020","","Floating","","4:20 AM","5:45 AM","","","00:01","","","","","","","","","","","","","KROGER #492, 5664 JONESBORO ROAD, LAKE CITY, GA","","","","","","","","","","","","","","","","",""
"","","8503","","10/07/2020","","No Schedule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","11296","","10/07/2020","","Floating","","4:58 AM","5:45 AM","","","00:02","","","","","","","","","","","","","KROGER #471, 6055 OLD NATIONAL HIGHWAY, COLLEGE PARK, GA","","","","","","","","","","","","","","","","",""
"","","11296","","10/07/2020","","Floating","","9:30 PM","9:30 PM","","","00:02","","","","","","","","","","","","","TRADER JOES #731, 6277 ROSWELL ROAD NE, SANDY SPRINGS, GA","","","","","","","","","","","","","","","","",""
